No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
3078,WISEA J142023.75+283105.6,215.09906,28.51849,QSO,1290880,4.305912,SPEC,22.3g,0,18,0,18,7,14,4,0
3079,WISEA J142023.78+283056.2,215.09917,28.51548,QSO,1282812,4.279,,23.1g,0,2,0,17,2,1,4,0
3080,SDSS J142025.75+615510.0,215.10731,61.91945,QSO,1335745,4.455566,SPEC,21.7g,0,32,0,26,7,16,8,0
3081,WISEA J142029.01-014050.7,215.12097,-1.68059,*,1237824,4.128936,SPEC,22.7g,0,8,0,17,4,3,4,0
3082,PSO J215.1512-16.0417,215.15125,-16.04172,QSO,1717811,5.73,,,0,8,0,8,4,5,0,0
3083,WISEA J142036.66+322456.9,215.15286,32.41569,*,1266395,4.224238,SPEC,22.6g,0,8,0,17,5,3,4,0
3084,WISEA J142046.89+100206.3,215.19536,10.03511,QSO,1364843,4.552626,SPEC,23.6g,0,19,0,26,6,12,4,0
3085,SDSS J142048.01+120546.0,215.20004,12.09611,QSO,1209480,4.03439,,21.5g,0,2,0,0,1,3,0,2
3086,SDSS J142048.01+120545.9,215.20005,12.0961,QSO,1206908,4.025812,SPEC,21.3g,0,33,0,35,11,14,4,2
3087,WISEA J142111.08+095337.9,215.29625,9.89375,QSO,1224225,4.083576,SPEC,21.0g,0,19,0,22,6,13,4,0
3088,WISEA J142116.68+530607.3,215.31949,53.10201,G,1278396,4.26427,SPEC,21.3B,0,20,0,73,15,9,5,0
3089,WISEA J142117.38+163128.1,215.32236,16.52441,QSO,1200343,4.003912,SPEC,21.3g,0,13,0,17,4,5,4,0
3090,WISEA J142122.46+362831.8,215.34393,36.47579,*,1225456,4.087682,SPEC,22.5g,0,9,0,17,5,4,4,0
3091,WISEA J142136.25+530112.7,215.40117,53.02049,*,1285455,4.287816,SPEC,22.5g,0,16,0,53,43,38,4,0
3092,WISEA J142144.96+351315.5,215.43745,35.22097,QSO,1372856,4.579355,SPEC,23.1g,0,25,0,38,9,16,8,0
3093,WISEA J142152.55+535027.4,215.46893,53.84087,*,1327556,4.42825,SPEC,21.5g,0,8,0,17,5,2,4,0
3094,SHELLQs J1422+0011,215.50096,0.18417,QSO,1765778,5.89,SPEC,,0,1,0,0,1,1,0,0
3095,WISEA J142305.04+240507.6,215.77101,24.08553,QSO,1234240,4.116982,SPEC,21.7g,0,29,0,71,11,13,11,0
3096,WISEA J142308.24+224157.2,215.78435,22.69946,QSO,1297701,4.328663,SPEC,22.4g,0,11,0,42,7,3,4,0
3097,WISEA J142321.84+063031.5,215.84103,6.50881,QSO,1321950,4.40955,,22.0g,0,25,0,42,12,16,8,0
3098,SDSS J142325.92+130300.6,215.85801,13.05019,QSO,1519701,5.069177,SPEC,19.6i,0,31,0,38,10,16,8,0
3099,HSCS J1423-0018,215.88213,-0.30253,QSO,1837728,6.13,1LIN,,0,1,0,0,1,1,0,0
3100,WISEA J142408.36+024220.6,216.03481,2.70552,QSO,1280085,4.269904,SPEC,22.6g,0,31,0,43,6,13,8,0
3101,SDSS J142412.90+240152.6,216.05377,24.03127,IrS,1933645,6.449946,SPEC,,0,2,0,10,2,1,0,0
3102,WISEA J142444.15+200822.2,216.18405,20.13953,QSO,1253243,4.180369,SPEC,21.5g,0,17,0,21,7,8,4,0
3103,WISEA J142454.47+401320.4,216.22697,40.22233,QSO,1241397,4.140853,SPEC,22.0g,0,29,0,38,6,13,8,0
3104,FBQS J142455.5+361536,216.23132,36.26008,QSO,1811292,6.041818,SPEC,17.95,0,55,0,43,25,2,4,0
3105,SDSS J142515.30+192344.9,216.31376,19.39582,QSO,1341571,4.475,PHOT,23.0g,0,1,0,0,1,1,0,0
3106,WISEA J142516.45+325409.4,216.31807,32.90266,G,1766317,5.8918,,23.9R,0,22,0,44,9,9,0,0
3107,HSCS J142517-001540,216.32383,-0.26136,QSO,1852718,6.18,SPEC,,0,1,0,0,1,1,0,0
3108,HSCS J1425-0015,216.32383,-0.26136,QSO,1852718,6.18,1LIN,,0,1,0,0,1,1,0,0
3109,CFHTLS J142519.30+513815.6,216.33042,51.63767,QSO,1450996,4.84,SPEC,,0,1,0,4,1,1,0,0
3110,WISEA J142526.08+082718.0,216.35875,8.45513,QSO,1485804,4.956107,SPEC,18.7i,0,31,0,45,12,19,8,0
3111,WISEA J142535.96-023934.4,216.3999,-2.65956,QSO,1444048,4.816825,SPEC,25.2g,0,30,0,41,6,13,8,0
3112,WISEA J142539.10+453503.8,216.41291,45.58446,QSO,1206387,4.024074,SPEC,21.4g,0,31,0,38,8,14,8,0
3113,WISEA J142607.91+512102.9,216.53335,51.35093,QSO,1277185,4.26023,,22.8g,0,25,0,38,6,14,8,0
3114,WISEA J142613.15+074351.5,216.55482,7.73093,QSO,1211108,4.03982,SPEC,21.9g,0,22,0,26,7,14,4,0
3115,WISEA J142617.18+515558.6,216.57161,51.93297,IrS,1406027,4.69,SPEC,,0,1,0,16,2,1,0,0
3116,WISEA J142621.21+614732.1,216.58862,61.79248,QSO,1301206,4.340357,SPEC,22.8g,0,23,0,38,6,12,8,0
3117,WISEA J142634.32+204336.4,216.64306,20.72678,QSO,1436655,4.792165,SPEC,23.0g,0,20,0,21,8,9,4,0
3118,SDSS J142634.85+543622.8,216.64524,54.60634,QSO,1427012,4.76,SPEC,21.4r,0,6,0,10,3,4,4,0
3119,WISEA J142647.94+511434.0,216.69966,51.24277,QSO,1333780,4.44901,,20.3g,0,19,0,38,5,10,8,0
3120,WISEA J142652.86+064542.4,216.72024,6.76192,QSO,1383542,4.615,PHOT,24.3g,0,2,0,12,2,1,0,0
3121,WISEA J142705.86+330817.8,216.77443,33.13833,QSO,1413499,4.714924,SPEC,22.6g,0,38,0,52,15,21,8,0
3122,SDSS J142705.86+330817.8,216.77446,33.13776,VisS,1402729,4.679,,26.3B,0,8,0,2,4,1,0,0
3123,WISEA J142709.03+220917.0,216.7877,22.15456,QSO,1210639,4.038255,SPEC,21.5g,0,17,0,21,7,8,4,0
3124,SDSS J142711.24+220039.0,216.79687,22.01086,QSO,1238900,4.132524,SPEC,21.7g,0,16,0,5,5,7,4,0
3125,WISEA J142729.71+352209.6,216.87373,35.36916,QSO,1657853,5.53,,24.2R,0,7,0,41,6,4,0,0
3126,WISEA J142738.54+331241.7,216.91086,33.21166,QSO,1834730,6.12,SUN,17.3J,0,33,0,37,13,8,0,0
3127,PSO J217.0891-16.0453,217.08913,-16.04536,QSO,1831732,6.11,MOD,,0,6,0,0,3,3,0,0
3128,SDSS J142845.25+190330.1,217.18856,19.05839,QSO,1287583,4.294915,SPEC,22.6g,0,15,0,9,4,5,4,0
3129,CFHTLS J142853.84+564602.1,217.22433,56.76725,QSO,1418019,4.73,SPEC,,0,1,0,4,1,1,0,0
3130,WISEA J142902.06+204458.0,217.25873,20.7493,QSO,1280469,4.271185,SPEC,19.9g,0,16,0,17,7,6,4,1
3131,HSCS J1429-0104,217.26283,-1.07872,QSO,2038589,6.8,1LIN,,0,1,0,0,1,1,0,0
3132,WISEA J142911.70+632345.0,217.29936,63.39582,QSO,1300210,4.337034,SPEC,24.3g,0,26,0,40,7,16,8,0
3133,HSCS J142920-000207,217.33425,-0.0354,QSO,1810747,6.04,SPEC,,0,1,0,0,1,1,0,0
3134,HSCS J1429-0002,217.33425,-0.03539,QSO,1810747,6.04,1LIN,,0,1,0,0,1,1,0,0
3135,SDSS J142926.42+011953.5,217.36011,1.33155,QSO,1450996,4.84,,19.3I,0,8,0,7,2,2,4,0
3136,WISEA J142935.55+435628.9,217.39813,43.94138,QSO,1392324,4.644292,SPEC,20.0i,0,30,0,37,7,14,8,0
3137,WISEA J142938.01+330416.4,217.40824,33.07117,QSO,1615882,5.39,,24.8g,0,8,0,46,5,3,3,0
3138,CFHQS J142952.17+554717.6W,217.46738,54.78825,QSO,1853647,6.1831,,20.6J,0,22,0,7,9,7,0,0
3139,WISEA J142955.01+391142.8,217.47899,39.19529,QSO,1591755,5.309524,SPEC,19.4i,0,19,0,18,4,8,4,0
3140,WISEA J143007.37+483052.6,217.53063,48.51472,QSO,1206888,4.025743,SPEC,21.7g,0,26,0,38,8,14,8,0
3141,WISEA J143012.62+615343.6,217.55239,61.89549,*,1339868,4.469318,SPEC,21.7g,0,3,0,17,4,2,4,0
3142,NDWFS J143017.7+322003,217.57408,32.33427,QSO,1424014,4.75,,21.9R,0,5,0,13,3,2,0,0
3143,SDSS J143022.32+565712.7,217.59302,56.95353,QSO,1367234,4.560602,SPEC,22.6g,0,25,0,27,8,15,8,0
3144,B3 1428+422,217.59892,42.0768,QSO,1395855,4.65607,SPEC,20.9,0,113,1,59,24,14,5,1
3145,WISEA J143031.63+282831.6,217.63176,28.47543,QSO,1295024,4.319736,SPEC,21.8g,0,35,1,24,10,17,4,0
3146,WISEA J143107.48+342730.6,217.78132,34.45859,QSO,1257328,4.193993,SPEC,22.8g,0,33,0,48,13,19,8,0
3147,SDSS J143111.58+053721.9,217.79828,5.62276,QSO,1242950,4.146036,SPEC,21.7g,0,26,0,26,5,11,8,0
3148,WISEA J143140.45-072443.5,217.91853,-7.41207,QSO,1840726,6.14,,,0,2,0,12,2,1,0,0
3149,WISEA J143156.35+560159.8,217.98491,56.03358,*,1424014,4.75,SPEC,25.8g,0,3,0,17,3,2,4,0
3150,WISEA J143219.51+125619.3,218.08131,12.93868,QSO,1254398,4.184222,SPEC,22.9g,0,27,0,46,6,12,8,0
3151,WISEA J143224.78+394024.7,218.10321,39.67347,QSO,1290208,4.30367,SPEC,22.4g,0,48,0,40,10,17,6,0
3152,WISEA J143250.14+001755.0,218.20901,0.29899,QSO,1450741,4.839151,SPEC,25.4g,0,12,0,17,6,5,4,0
3153,WISEA J143300.87+103027.6,218.25372,10.50772,QSO,1247479,4.161142,SPEC,21.2g,0,25,0,46,9,17,8,0
3154,SDSS J143331.12+343248.1,218.37969,34.54671,QSO,1244139,4.15,,21.8g,0,5,0,16,2,1,4,0
3155,WISEA J143352.20+022714.0,218.46754,2.45388,QSO,1408810,4.699285,SPEC,21.8g,0,54,0,50,19,24,8,0
3156,WISEA J143356.34+232222.3,218.48442,23.373,QSO,1247086,4.15983,,22.5g,0,26,0,42,6,12,8,0
3157,WISEA J143408.35+232230.0,218.53464,23.37499,QSO,1202291,4.01041,SPEC,21.7g,0,29,0,42,8,13,8,0
3158,SDSS J143413.05+162852.7,218.5544,16.48132,QSO,1263656,4.215103,SPEC,21.6g,0,19,0,6,7,10,4,1
3159,WISEA J143450.08+621159.1,218.70869,62.1997,QSO,1202465,4.010992,SPEC,21.6g,0,25,0,38,8,14,8,0
3160,SDSS J143520.33+444039.1,218.83473,44.67753,QSO,1416520,4.725,PHOT,23.8g,0,1,0,0,1,1,0,0
3161,WISEA J143556.31+435204.3,218.98469,43.86791,QSO,1292366,4.310869,SPEC,22.3g,0,22,0,38,6,13,8,0
3162,WISEA J143558.77+214652.4,218.99489,21.78125,QSO,1409302,4.700925,SPEC,24.4g,0,16,0,17,6,7,4,0
3163,WISEA J143604.99+213239.5,219.02087,21.54424,QSO,1554085,5.18387,SPEC,24.8g,0,18,0,21,11,10,4,0
3164,WISEA J143611.74+500706.9,219.04892,50.11858,QSO,1747790,5.83,,22.7i,0,21,1,30,8,7,0,0
3165,WISEA J143619.30-004855.8,219.08031,-0.8154,*,1199346,4.000587,SPEC,21.8g,0,10,0,17,6,5,4,0
3166,WISEA J143625.47+574555.4,219.10616,57.7654,IrS,1373050,4.58,SPEC,,0,1,0,12,2,1,0,0
3167,WISEA J143629.92+063507.9,219.12477,6.58556,QSO,1454212,4.85073,,19.6i,0,33,0,38,12,18,6,0
3168,4C +63.20,219.15553,63.32031,G,1277416,4.261,,24.1,0,46,1,37,7,3,0,0
3169,WISEA J143638.04+505107.5,219.15843,50.85218,QSO,1201178,4.006697,SPEC,21.7g,0,29,0,38,7,14,8,0
3170,WISEA J143658.28+333632.1,219.24295,33.60885,QSO,1268152,4.2301,PHOT,23.8B,0,10,0,37,6,5,3,0
3171,SDSS J143658.89+223737.2,219.2454,22.62704,*,1396995,4.659873,SPEC,24.5g,0,7,0,5,3,2,4,0
3172,WISEA J143704.81+070807.6,219.27008,7.13546,*,1480975,4.94,1LIN,25.0g,0,5,0,17,4,3,4,0
3173,WISEA J143705.07+522800.5,219.27116,52.46682,IrS,1433008,4.78,SPEC,,0,1,0,12,2,1,0,0
3174,WISEA J143706.21+343659.8,219.27585,34.61644,QSO,1324318,4.41745,,21.8g,0,27,0,48,10,17,8,0
3175,SDWFS J143732.66+335522.4,219.38612,33.92278,QSO,1265124,4.22,,22.8R,0,2,0,11,2,1,0,0
3176,WISEA J143751.80+232313.8,219.46594,23.38705,QSO,1595676,5.3226,SPEC,25.7g,0,24,0,21,9,14,4,0
3177,CFHTLS J143756.54+515115.1,219.48558,51.85419,QSO,1549927,5.17,SPEC,,0,1,0,4,1,1,0,0
3178,CFHTLS J143804.05+573646.3,219.51687,57.61286,QSO,1450996,4.84,SPEC,,0,1,0,4,1,1,0,0
3179,WISEA J143809.05+383854.1,219.53774,38.64836,QSO,1705135,5.687716,SPEC,20.2i,0,22,0,18,7,11,4,0
3180,SDSS J143813.82+350236.2,219.55762,35.0434,QSO,1274118,4.25,,24.0g,0,4,0,16,2,1,3,0
3181,WISEA J143814.58+441631.1,219.56075,44.27534,QSO,1272384,4.244215,SPEC,22.0g,0,26,0,38,6,13,8,0
3182,WISEA J143817.69+491234.0,219.57353,49.20943,QSO,1326348,4.42422,,20.5g,0,23,0,46,9,11,8,0
3183,WISEA J143824.75+362739.3,219.60318,36.46085,QSO,1266609,4.224952,SPEC,21.7g,0,24,0,38,7,12,8,0
3184,CFHTLS J143830.83+563946.4,219.62846,56.66289,QSO,1445000,4.82,SPEC,,0,1,0,0,1,1,0,0
3185,WISEA J143835.52+253830.3,219.64796,25.64187,QSO,1260037,4.203032,SPEC,18.7i,0,22,2,22,6,12,4,0
3186,WISEA J143839.67+351245.9,219.66521,35.21273,QSO,1388039,4.63,,23.6g,0,3,0,30,4,2,4,0
3187,WISEA J143850.48+055623.2,219.71038,5.93962,QSO,1334754,4.452259,SPEC,22.2g,0,34,0,42,12,18,8,0
3188,CFHTLS J143915.95+530622.9,219.81646,53.10636,QSO,1430010,4.77,SPEC,,0,1,0,4,1,1,0,0
3189,SDSS J143932.14+252211.1,219.88395,25.36976,QSO,1291905,4.309329,SPEC,22.1g,0,17,0,6,5,10,4,0
3190,CFHTLS J143944.87+562626.5,219.93696,56.44069,QSO,1409025,4.7,SPEC,,0,1,0,4,1,1,0,0
3191,SDSSp J143951.60-003429.2,219.965,-0.57478,QSO,1276516,4.258,,21.69,0,9,0,0,2,3,0,0
3192,SDSS J1439-0034B,219.965,-0.57478,QSO,1272020,4.243,,22.7V,0,2,0,4,1,1,0,0
3193,WISEA J143952.17+133332.2,219.96734,13.55895,QSO,1309891,4.369324,SPEC,23.0g,0,16,0,21,6,5,4,0
3194,SDSSp J143952.58-003359.2,219.96908,-0.56644,QSO,1275617,4.255,,20.95,0,10,0,0,1,2,0,0
3195,SDSS J1439-0034A,219.96908,-0.56644,QSO,1267523,4.228,,21.6V,0,2,0,3,1,1,0,0
3196,HSCS J144001-010702,220.00542,-1.11727,QSO,1837728,6.13,SPEC,,0,1,0,0,1,1,0,0
3197,HSCS J1440-0107,220.00542,-1.11728,QSO,1837728,6.13,1LIN,,0,1,0,0,1,1,0,0
3198,SDSS J144029.45+190800.6,220.12272,19.13352,QSO,1431099,4.773633,SPEC,24.2g,0,14,0,5,4,6,4,0
3199,WISEA J144042.47+082202.0,220.17702,8.36721,QSO,1426167,4.75718,,24.7g,0,17,0,17,6,11,4,0
3200,SDSS J144042.56+272922.7,220.17736,27.48965,QSO,1200039,4.002898,SPEC,21.6g,0,13,0,5,4,6,4,0
3201,WISEA J144043.26+043918.7,220.18025,4.65519,UvES,1467484,4.895,PHOT,18.9r,0,4,0,30,6,2,4,0
3202,WISEA J144117.42+035910.6,220.32276,3.98627,QSO,1279952,4.26946,,21.4g,0,32,0,43,8,17,8,0
3203,WISEA J144120.35+331638.6,220.3348,33.27732,QSO,1310222,4.37043,,19.9g,0,24,0,46,10,11,8,0
3204,WISEA J144122.99+060052.6,220.34586,6.01458,QSO,1302119,4.3434,,20.2g,0,25,0,45,9,14,8,0
3205,WISEA J144231.72+011055.7,220.63215,1.18204,QSO,1343499,4.481429,SPEC,23.1g,0,39,2,84,16,18,8,0
3206,WISEA J144237.44+304921.6,220.65595,30.82263,QSO,1409690,4.702219,SPEC,20.1i,0,29,0,41,10,16,8,0
3207,SDSS J144255.54+590950.2,220.73152,59.16387,QSO,1299481,4.334602,SPEC,21.9g,0,27,0,28,5,14,8,0
3208,SDSS J144308.16-004913.4,220.78404,-0.82039,QSO,1332449,4.44457,,20.4g,0,33,0,42,11,15,8,0
3209,WISEA J144317.77+452846.9,220.8242,45.47971,QSO,1202439,4.010904,SPEC,22.1g,0,25,0,38,6,12,8,0
3210,PSS J1443+2724:[PGW2002] 0006,220.84162,27.41028,QSO,1259128,4.2,PHOT,27.2R,0,1,0,0,1,1,0,0
3211,PSS J1443+2724:[PGW2002] 0064,220.84338,27.44467,QSO,1391037,4.64,PHOT,26.1R,0,1,0,0,1,1,0,0
3212,PSS J1443+2724:[PGW2002] 0159,220.84717,27.38078,QSO,1244139,4.15,PHOT,27.4R,0,1,0,0,1,1,0,0
3213,PSS J1443+2724:[PGW2002] 0181,220.84771,27.3715,QSO,1208164,4.03,PHOT,26.7R,0,1,0,0,1,1,0,0
3214,WISEA J144324.20+381319.8,220.85087,38.22218,QSO,1199799,4.002097,SPEC,21.0g,0,32,0,38,9,16,8,0
3215,PSS J1443+2724:[PGW2002] 0342,220.85325,27.42378,QSO,1238143,4.13,PHOT,26.0R,0,1,0,0,1,1,0,0
3216,PSS J1443+2724:[PGW2002] 0366,220.85446,27.37856,QSO,1235145,4.12,PHOT,27.4R,0,1,0,0,1,1,0,0
3217,PSS J1443+2724:[PGW2002] 0378,220.85492,27.40194,QSO,1334077,4.45,PHOT,25.7R,0,1,0,0,1,1,0,0
3218,PSS J1443+2724:[PGW2002] 0381,220.855,27.3765,QSO,1397033,4.66,PHOT,27.3R,0,1,0,0,1,1,0,0
3219,PSS J1443+2724:[PGW2002] 0422,220.85646,27.38036,QSO,1316089,4.39,PHOT,27.1R,0,1,0,0,1,1,0,0
3220,PSS J1443+2724:[PGW2002] 0447,220.85729,27.37956,QSO,1319087,4.4,PHOT,26.8R,0,1,0,0,1,1,0,0
3221,PSS J1443+2724:[PGW2002] 0499,220.85896,27.41325,QSO,1265124,4.22,PHOT,27.2R,0,1,0,0,1,1,0,0
3222,PSS J1443+2724:[PGW2002] 0537,220.86058,27.36267,QSO,1352064,4.51,PHOT,26.7R,0,1,0,0,1,1,0,0
3223,PSS J1443+2724:[PGW2002] 0544,220.86075,27.36972,QSO,1202168,4.01,PHOT,27.2R,0,1,0,0,1,1,0,0
3224,PSS J1443+2724:[PGW2002] 0592,220.86258,27.46972,QSO,1205166,4.02,PHOT,26.9R,0,1,0,0,1,1,0,0
3225,PSS J1443+2724:[PGW2002] 0602,220.86283,27.36572,QSO,1223153,4.08,PHOT,26.6R,0,1,0,0,1,1,0,0
3226,PSS J1443+2724:[PGW2002] 0612,220.863,27.38617,QSO,1220155,4.07,PHOT,27.6R,0,1,0,0,1,1,0,0
3227,PSS J1443+2724:[PGW2002] 0616,220.86321,27.46153,QSO,1208164,4.03,PHOT,27.7R,0,1,0,0,1,1,0,0
3228,PSS J1443+2724:[PGW2002] 0663,220.86479,27.35008,QSO,1265124,4.22,PHOT,25.6R,0,1,0,0,1,1,0,0
3229,PSS J1443+2724:[PGW2002] 0885,220.87312,27.35703,QSO,1223153,4.08,PHOT,27.0R,0,1,0,0,1,1,0,0
3230,PSS J1443+2724:[PGW2002] 0900,220.87371,27.35528,QSO,1244139,4.15,PHOT,26.5R,0,1,0,0,1,1,0,0
3231,PSS J1443+2724:[PGW2002] 0985,220.87658,27.37319,QSO,1229149,4.1,PHOT,26.2R,0,1,0,0,1,1,0,0
3232,PSS J1443+2724:[PGW2002] 1047,220.87954,27.39336,QSO,1217158,4.06,PHOT,26.3R,0,1,0,0,1,1,0,0
3233,WISEA J144331.18+272436.9,220.87988,27.4102,QSO,1333232,4.447183,SPEC,19.3,0,73,2,36,18,18,4,0
3234,PSS J1443+2724:[PGW2002] 1119,220.88188,27.36211,QSO,1292106,4.31,PHOT,25.7R,0,1,0,0,1,1,0,0
3235,PSS J1443+2724:[PGW2002] 1241,220.88658,27.35178,QSO,1223153,4.08,PHOT,27.5R,0,1,0,0,1,1,0,0
3236,PSS J1443+2724:[PGW2002] 1259,220.8875,27.38031,QSO,1214160,4.05,PHOT,26.6R,0,1,0,0,1,1,0,0
3237,PSS J1443+2724:[PGW2002] 1308,220.88879,27.43653,QSO,1211162,4.04,PHOT,26.4R,0,1,0,0,1,1,0,0
3238,PSS J1443+2724:[PGW2002] 1368,220.89129,27.39394,QSO,1205166,4.02,PHOT,27.2R,0,1,0,0,1,1,0,0
3239,PSS J1443+2724:[PGW2002] 1367,220.89129,27.43083,QSO,1480975,4.94,PHOT,25.5R,0,1,0,0,1,1,0,0
3240,PSS J1443+2724:[PGW2002] 1414,220.89329,27.46764,QSO,1361058,4.54,PHOT,25.7R,0,1,0,0,1,1,0,0
3241,PSS J1443+2724:[PGW2002] 1492,220.89683,27.35242,QSO,1307095,4.36,PHOT,26.8R,0,1,0,0,1,1,0,0
3242,PSS J1443+2724:[PGW2002] 1588,220.90021,27.4465,QSO,1388039,4.63,PHOT,25.1R,0,1,0,0,1,1,0,0
3243,PSS J1443+2724:[PGW2002] 1652,220.9025,27.45147,QSO,1253133,4.18,PHOT,26.8R,0,1,0,0,1,1,0,0
3244,PSS J1443+2724:[PGW2002] 1747,220.90729,27.44017,QSO,1235145,4.12,PHOT,26.6R,0,1,0,0,1,1,0,0
3245,PSS J1443+2724:[PGW2002] 1782,220.90896,27.43997,QSO,1208164,4.03,PHOT,26.8R,0,1,0,0,1,1,0,0
3246,PSS J1443+2724:[PGW2002] 1841,220.91121,27.38978,QSO,1214160,4.05,PHOT,27.9R,0,1,0,0,1,1,0,0
3247,PSS J1443+2724:[PGW2002] 1894,220.91325,27.43447,QSO,1211162,4.04,PHOT,26.4R,0,1,0,0,1,1,0,0
3248,PSS J1443+2724:[PGW2002] 1921,220.91446,27.35975,QSO,1205166,4.02,PHOT,26.6R,0,1,0,0,1,1,0,0
3249,PSS J1443+2724:[PGW2002] 1941,220.915,27.35242,QSO,1202168,4.01,PHOT,26.3R,0,1,0,0,1,1,0,0
3250,PSS J1443+2724:[PGW2002] 2001,220.91779,27.43867,QSO,1238143,4.13,PHOT,26.8R,0,1,0,0,1,1,0,0
3251,WISEA J144340.70+585653.2,220.9196,58.94811,QSO,1290580,4.304911,SPEC,20.1g,0,48,0,65,16,19,8,0
3252,PSS J1443+2724:[PGW2002] 2051,220.91996,27.46564,QSO,1259128,4.2,PHOT,26.6R,0,1,0,0,1,1,0,0
3253,PSS J1443+2724:[PGW2002] 2092,220.92146,27.46869,QSO,1280114,4.27,PHOT,27.0R,0,1,0,0,1,1,0,0
3254,PSS J1443+2724:[PGW2002] 2100,220.92196,27.39233,QSO,1250135,4.17,PHOT,25.4R,0,1,0,0,1,1,0,0
3255,PSS J1443+2724:[PGW2002] 2195,220.92629,27.41422,QSO,1229149,4.1,PHOT,25.9R,0,1,0,0,1,1,0,1
3256,PSS J1443+2724:[PGW2002] 2215,220.92721,27.44997,QSO,1253133,4.18,PHOT,26.3R,0,1,0,0,1,1,0,0
3257,PSS J1443+2724:[PGW2002] 2473,220.93946,27.41011,QSO,1241141,4.14,PHOT,25.4R,0,1,0,0,1,1,0,0
3258,PSS J1443+2724:[PGW2002] 2497,220.94058,27.41508,QSO,1421016,4.74,PHOT,25.9R,0,1,0,0,1,1,0,0
3259,PSS J1443+2724:[PGW2002] 2559,220.94392,27.44536,QSO,1226151,4.09,PHOT,27.6R,0,1,0,0,1,1,0,0
3260,PSS J1443+2724:[PGW2002] 2561,220.944,27.42556,QSO,1355062,4.52,PHOT,26.3R,0,1,0,0,1,1,0,0
3261,PSS J1443+2724:[PGW2002] 2596,220.94592,27.43175,QSO,1229149,4.1,PHOT,26.8R,0,1,0,0,1,1,0,0
3262,PSS J1443+2724:[PGW2002] 2602,220.94629,27.45308,QSO,1226151,4.09,PHOT,27.1R,0,1,0,0,1,1,0,0
3263,PSS J1443+2724:[PGW2002] 2607,220.94663,27.39872,QSO,1223153,4.08,PHOT,27.3R,0,1,0,0,1,1,0,0
3264,PSS J1443+2724:[PGW2002] 2612,220.94696,27.38492,QSO,1364056,4.55,PHOT,25.3R,0,1,0,0,1,1,0,0
3265,PSS J1443+2724:[PGW2002] 2667,220.94917,27.39664,QSO,1355062,4.52,PHOT,26.1R,0,1,0,0,1,1,0,0
3266,WISEA J144350.66+362315.3,220.96112,36.38754,QSO,1585192,5.287631,SPEC,20.1i,0,31,0,47,12,16,8,0
3267,WISEA J144353.00+060533.2,220.97061,6.09254,QSO,1472919,4.913128,SPEC,20.1i,0,30,0,38,11,16,8,0
3268,SDSS J144413.26+004836.7,221.05525,0.81019,QSO,1433008,4.78,SUN,21.0i,0,3,0,2,3,3,0,0
3269,SDSS J144419.21+463336.9,221.08008,46.56029,QSO,1306481,4.35795,,22.1g,0,23,0,26,6,14,8,0
3270,WISEA J144420.79+380000.5,221.08664,38.00016,QSO,1290195,4.303628,SPEC,21.6g,0,32,0,38,7,14,8,0
3271,WISEA J144428.61-012344.2,221.11931,-1.39556,QSO,1264342,4.21739,SPEC,21.5g,0,55,6,70,17,23,8,0
3272,WISEA J144506.62+023832.6,221.2776,2.6424,QSO,1451659,4.842212,SPEC,21.5g,0,22,0,43,7,11,8,0
3273,WISEA J144508.32+135116.6,221.28474,13.8546,QSO,1221098,4.073143,SPEC,21.8g,0,17,0,17,6,6,4,0
3274,WISEA J144526.26+263626.5,221.35962,26.60738,QSO,1237198,4.126849,SPEC,21.0g,0,17,0,21,7,8,4,0
3275,SDSS J144603.24+425049.6,221.51353,42.84712,QSO,1374549,4.585,PHOT,23.3g,0,2,0,0,1,1,0,0
3276,WISEA J144617.35-010131.2,221.57232,-1.02532,QSO,1250703,4.171896,SPEC,21.3g,0,48,0,65,18,27,12,0
3277,WISEA J144656.07+395219.8,221.73366,39.87218,QSO,1447344,4.82782,SPEC,,0,2,0,12,3,2,0,0
3278,WISEA J144709.23+103824.3,221.78851,10.64015,QSO,1501474,5.008379,SPEC,22.8g,0,22,0,30,7,12,4,0
3279,WISEA J144713.04-012158.6,221.80435,-1.36627,QSO,1207166,4.026672,SPEC,21.2g,0,36,0,42,11,18,8,0
3280,WISEA J144713.98+585832.5,221.80874,58.97572,QSO,1291431,4.30775,,20.5g,0,23,0,38,6,14,8,0
3281,WISEA J144717.97+040112.5,221.8249,4.02013,QSO,1352719,4.512183,SPEC,22.0g,0,39,0,43,9,17,8,0
3282,SDSS J144718.39+063710.6,221.82666,6.61961,QSO,1416520,4.725,PHOT,23.6g,0,1,0,0,1,1,0,0
3283,SDSS J144734.09+102513.2,221.89208,10.42033,QSO,1405465,4.688127,SPEC,25.1g,0,7,0,0,3,5,0,1
3284,SDSS J144734.09+102513.1,221.89209,10.42033,QSO,1405243,4.687387,SPEC,23.6g,0,17,0,13,4,9,4,1
3285,WISEA J144757.16+231839.8,221.98823,23.31107,*,1199470,4.001,SPEC,17.5g,0,1,0,23,4,1,4,0
